# Generated by scripts/disasm_to_sites.py 0x80007cd4 0x80007ce4 (while-riscv-htif.elf);
# feed to scripts/gen_sites.py.  Branch rows: keep exactly one arm per branch.
80007cd4	410e073b	subw	14	28	16	# subw a4,t3,a6
80007cd8	76e040e3	branch_nottaken	BLT	0	14	0f60	# bgtz a4,80008c38 <_svfprintf_r+0x15e4>
80007cdc	0a714703	lbu	14	2	0a7	# lbu a4,167(sp)
80007ce0	b60712e3	branch_nottaken	BNE	14	0	1b64	# bnez a4,80007844 <_svfprintf_r+0x1f0>
